conversation_id,timestamp,customer_message,intent,difficulty,turn_count,expected_action,escalation_recommendation,escalation_reason,historical_brand_response,labeler_notes
conv_254627,2017-10-05T18:09:56Z,"Hi, can Alexa control Spotify on the Fire tv or just via echo ? When I go to the Alexa app It states app support unavailable",TECHNICAL_AND_PLATFORM_ISSUES,medium,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@176518 Spotify is currently on supported on the Echo. For more about support features check here: https://t.co/vpjEeqjHkF ^ZW,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_246978,2017-10-05T15:49:20Z,hi. Im trying to use my amazon firestick&its not working. Says theres network problems. But i tested the connection&its strong,TECHNICAL_AND_PLATFORM_ISSUES,hard,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@174670 I'm sorry for this issue with your Fire TV Stick. Have you tried restarting your device and network. ^DO,Hard boundary case with overlapping intent signals; classified as TECHNICAL_AND_PLATFORM_ISSUES based on precedence hierarchy.
conv_311522,2017-10-07T12:32:26Z,I’m getting tired of kindle app not working. How many updates last week? Four? Get it together. Please!,TECHNICAL_AND_PLATFORM_ISSUES,hard,6,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@192438 Sorry to hear this. What happens when you try to use the Kindle app? ^PK,Hard boundary case with overlapping intent signals; classified as TECHNICAL_AND_PLATFORM_ISSUES based on precedence hierarchy.
conv_324374,2017-10-07T15:12:48Z,I notice a possible glitch on the sign in page of your iPhone app https://t.co/iZx8z4vSMh,TECHNICAL_AND_PLATFORM_ISSUES,hard,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@193273 Have you tried shutting down the app and re-launching it. Is the app on your device the most updated one? ^GL,Hard boundary case with overlapping intent signals; classified as TECHNICAL_AND_PLATFORM_ISSUES based on precedence hierarchy.
conv_218201,2017-10-04T22:02:18Z,Need to print a return label for @115821 but don’t have a printer. Now waiting on delivery of the printer that I’ve ordered from amazon.. 🤔,RETURNS_AND_EXCHANGES,easy,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@168023 I'm sorry for the wait. Have we missed the delivery date provided on your order confirmation e-mail? ^MB,"Prototypical, unambiguous returns and exchanges query with clear keywords."
conv_224603,2017-10-05T04:24:17Z,frustrated with the return policy. I cant get back my money and the customer care doesn't receive the call.,RETURNS_AND_EXCHANGES,easy,2,INITIATE_RETURN_PICKUP_LABEL,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@169661 I'm sorry that you are facing issues with the return of your order. Please fill this form right away: https://t.co/beaaDm0muc. ^SI,"Prototypical, unambiguous returns and exchanges query with clear keywords."
conv_231726,2017-10-05T10:34:27Z,Amazon is giving me a lot of stress. It failed to pick up the return item for the past three days. Reqst dt sept 29th. @115821 @AmazonHelp,RETURNS_AND_EXCHANGES,easy,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@171194 Sorry about that. Kindly get in touch with us here: https://t.co/4RodKQYjp0 and we’ll be glad to help you. ^NS,"Prototypical, unambiguous returns and exchanges query with clear keywords."
conv_234519,2017-10-05T12:57:15Z,what is your return policy on Samsung Gear S3?,RETURNS_AND_EXCHANGES,easy,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@171833 You may refer here: https://t.co/imDWoKC70q about our return policy. ^SG,"Prototypical, unambiguous returns and exchanges query with clear keywords."
conv_249969,2017-10-05T16:43:48Z,Why My return pickup is still pending when it was scheduled for 3rd Oct? https://t.co/bKJXagb3fi,RETURNS_AND_EXCHANGES,easy,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@175398 Sorry about that Karan. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll sort this out for you. ^PB,"Prototypical, unambiguous returns and exchanges query with clear keywords."
conv_684324,2017-10-05T18:10:24Z,thank you.. I have got return request approved.,RETURNS_AND_EXCHANGES,easy,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@171430 You're welcome. If you have any other queries, keep us posted. ^OS","Prototypical, unambiguous returns and exchanges query with clear keywords."
conv_723930,2017-10-04T08:13:28Z,"I bought a mobile 4 days back, now I don't like dat mobile @ look and feel wise..I want to return..Plz assist..",RETURNS_AND_EXCHANGES,medium,4,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@293192 I'm sorry but we do not accept remorse returns. For more information please check (1/2)^HR,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_240501,2017-10-04T10:15:33Z,worst shopping app I bought a 25 let. Water heater. They returned it without my return request and said you have already requested,RETURNS_AND_EXCHANGES,medium,4,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@173123 Sorry for the trouble Rahul. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_181157,2017-10-04T12:42:41Z,I got my redme 4 today. But I'm not satisfied with the product so I want to return d same. Kindly assist @115850 Order 408-1160678-3266756,RETURNS_AND_EXCHANGES,medium,4,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158526 I'm afraid we don't have any remorse returns in such case. (1/2),Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_227036,2017-10-05T06:47:30Z,"return order placed long ago on this order, no one turns up to pick up d return Cud u help pls? https://t.co/bEQK4bUYqp",RETURNS_AND_EXCHANGES,medium,5,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@170159 I'm sorry for the delay. Please contact us here: https://t.co/vlvfJr4nN9 and we'll be glad to help you. (1/2) ^SI,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_234146,2017-10-05T12:15:59Z,I HAVE AN ORDER I NEED TO SEND BACK,RETURNS_AND_EXCHANGES,medium,4,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@171756 Larry, Was this an order that was shipped or fulfilled by Amazon or was it shipped and sold by a third party seller? ^EM",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_222715,2017-10-05T03:33:38Z,"Pickup planned since 28sept and not yet done, inefficient people are sitting at customer care, postponed return pickup and refund",RETURNS_AND_EXCHANGES,hard,4,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169199 I'm sorry about the pending pick-up. Kindly share your details here: https://t.co/beaaDm0muc and we'll check it. ^GK,Hard boundary case with overlapping intent signals; classified as RETURNS_AND_EXCHANGES based on precedence hierarchy.
conv_282173,2017-10-06T09:55:56Z,hey how can I return my product and in how many days I’ll get my money back?,RETURNS_AND_EXCHANGES,hard,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@183219 Have you contacted our Customer Service Team? They will help you in providing this information: https://t.co/vlvfJr4nN9. ^SI,Hard boundary case with overlapping intent signals; classified as RETURNS_AND_EXCHANGES based on precedence hierarchy.
conv_283979,2017-10-06T12:48:41Z,I buy everything through @115830 Had to return 1 item now i want to return another but my printer is broken.......no one is helping.,RETURNS_AND_EXCHANGES,hard,6,INITIATE_RETURN_PICKUP_LABEL,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@183446 We are here to help! You can find more on returns by going here:https://t.co/IKon58cnPq Let us know if this helps, Diane! ^SA",Hard boundary case with overlapping intent signals; classified as RETURNS_AND_EXCHANGES based on precedence hierarchy.
conv_291773,2017-10-06T15:40:12Z,"Hi, I have ordered fans . Unfortunately the product is not upto the mark. Placed refund and return request. Please help urgently",RETURNS_AND_EXCHANGES,hard,2,INITIATE_RETURN_PICKUP_LABEL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@185480 We'd like to help you with this. Please connect our support team here: https://t.co/vlvfJr4nN9.. ^BS,Hard boundary case with overlapping intent signals; classified as RETURNS_AND_EXCHANGES based on precedence hierarchy.
